ppid,status,name,brand,stars,reviews,questions,answers,love,price,size,category,countries,stars1,stars2,stars3,stars4,stars5,discontinued
P409987,full,Lock-It Precision Powder Brush,Kat Von D,4.9062,32,2,3,8505,32,,Makeup:Brushes & Applicators:Face Brushes,,0,0,0,3,29,FALSE
P409988,partial,Lock-It Setting Powder,Kat Von D,4.3747,1676,63,160,54008,30,0.67 oz,Makeup:Face:Setting Spray & Powder,,61,58,109,417,1034,FALSE
P409989,partial,Lock-It Setting Powder Brush,Kat Von D,4.7725,1209,12,27,22106,38,,Makeup:Brushes & Applicators:Face Brushes,,2,5,28,198,977,FALSE
P409990,full,Metallist Liquid Foil & Glitter Eye Shadow Duo,Touch In Sol,4.4727,165,6,23,29524,25,Liquid 0.123 oz / Glitter 0.070 oz,Makeup:Eye:Eyeshadow,,6,3,17,21,119,FALSE
P409992,full,Tarteist™ Creamy Matte Lip Paint - Naughty Nudes,Tarte,3.9639,83,4,6,24663,20,0.20 oz,Makeup:Lip:Lipstick,,6,6,15,16,41,FALSE
P409994,full,Citron d’Erable Cologne Absolue,Atelier Cologne,4.1111,18,1,0,349,130,3.3 oz ,Fragrance:Women:Perfume,,1,1,1,7,8,FALSE
P409996,full,Get Cheeky Lip and Cheek Set,Sephora Collection,4,13,0,0,6087,16,,Makeup:Value & Gift Sets,,2,1,0,2,8,FALSE
P409997,full,Hair Removal Laser 4X,Tria,4.875,8,8,2,1808,449,,Skincare:High Tech Tools:Anti-Aging,JP:KR:NL:GB:DE:CA:NO,0,0,0,1,7,FALSE
P409999,full,Don’t Be Gel - Colorful Cheek Ink Gel Blush Trio,Sephora Collection,4,5,0,0,763,21,,Makeup:Cheek:Blush,,1,0,0,1,3,FALSE
P4100,full,OBSESSION,Calvin Klein,,,,,,,,,,0,0,0,0,0,TRUE
P410000,full,Highlighting Powder,Bobbi Brown,,,,,,,,,,0,0,0,0,0,TRUE
P410001,full,Retouching Wand,Bobbi Brown,3.9714,35,8,8,3324,40,0.1 oz/ 3.1 mL,Makeup:Face:Concealer,JP:SE:KR:NL:GB:AU:DE:NO,3,2,5,8,17,FALSE
P410002,full,Lashstash To Go,Sephora Favorites,,,,,,,,,,0,0,0,0,0,TRUE
P410003,full,False Eye Lashes,Sephora Collection,4.1067,178,16,25,17413,10,,Makeup:Eye:False Eyelashes,,18,14,11,27,109,FALSE
P410004,full,Matte Exposure Palette,Smashbox,3.8205,39,2,4,11226,49,,Makeup:Makeup Palettes,JP:SE:KR:NL:GB:AU:DE:NO,5,5,2,7,20,FALSE
P410005,full,Studio Skin 24 Hour Waterproof Concealer,Smashbox,3.4908,163,12,22,11337,25,0.08 oz,Makeup:Face:Concealer,JP:SE:KR:NL:GB:AU:DE:NO,18,30,28,28,59,FALSE
P410100,full,Broad Spectrum SPF 30 Mineral Sunscreen Fluid for Face,Clinique,5,7,7,3,1788,26,1 oz,Skincare:Sun Care:Face Sunscreen,JP:KR:NL:GB:DE:CA:NO,0,0,0,0,7,FALSE
P410101,full,Broad Spectrum SPF 50 Mineral Sunscreen Fluid for Face,Clinique,3.4,10,3,3,499,26,1 oz,Skincare:Sun Care:Face Sunscreen,JP:KR:NL:GB:DE:CA:NO,3,0,2,0,5,FALSE
P410144,full,Cleansing & Exfoliating Wipes,Sephora Collection,4.6897,29,2,3,0,7.5,25 Wipes,Skincare:Cleansers:Face Wipes,,0,1,1,4,23,FALSE
P410145,full,Cleansing & Exfoliating Wipes,Sephora Collection,4.4,5,0,0,0,7.5,25 Wipes,Skincare:Cleansers:Face Wipes,,0,1,0,0,4,FALSE
P410146,full,Cleansing & Exfoliating Wipes,Sephora Collection,4.8,15,1,1,0,7.5,25 Wipes,Skincare:Cleansers:Face Wipes,,0,0,0,3,12,FALSE
P410147,full,Triple Action Cleansing Water,Sephora Collection,4.75,4,1,0,0,12,6.76 oz/ 200 mL,Skincare:Cleansers:Face Wash & Cleansers,,0,0,0,1,3,FALSE
P410148,full,Cleansing & Exfoliating Wipes,Sephora Collection,4.7391,23,2,1,0,7.5,25 Wipes,Skincare:Cleansers:Face Wipes,,0,0,2,2,19,FALSE
P410149,full,Face Mask,Sephora Collection,4.4545,22,3,7,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,1,2,1,0,18,FALSE
P410150,full,Sleeping Mask,Sephora Collection,4.3889,18,4,8,0,4,0.27 oz/ 8 mL,Skincare:Masks:Sheet Masks,,1,1,1,2,13,FALSE
P410151,full,Face Mask,Sephora Collection,4.8571,14,0,0,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,0,0,1,0,13,FALSE
P410153,full,Face Mask,Sephora Collection,4.3889,18,1,1,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,2,0,0,3,13,FALSE
P410154,full,Sleeping Mask,Sephora Collection,3.6923,13,1,1,0,4,0.27 oz/ 8 mL,Skincare:Masks:Sheet Masks,,1,1,3,4,4,FALSE
P410155,full,Instant Moisturizer + Cream,Sephora Collection,4.5,6,4,3,0,23,1.69 oz/ 50 mL,Hidden Category,,0,0,0,3,4,FALSE
P410156,full,8 HR Mattifying Moisturizer Sunscreen Broad Spectrum SPF20,Sephora Collection,4.1659,422,5,3,1255,23,1.69 oz/ 50 mL,Skincare:Moisturizers:Moisturizers,CA,29,25,30,101,237,FALSE
P410157,full,Cleansing & Exfoliating Wipes,Sephora Collection,4.4348,23,2,1,0,7.5,25 Wipes,Skincare:Cleansers:Face Wipes,,2,1,0,2,18,FALSE
P410158,full,Sleeping Mask,Sephora Collection,4.25,8,1,0,0,4,0.27 oz,Skincare:Masks:Sheet Masks,,1,0,0,2,5,FALSE
P410159,full,Face Mask,Sephora Collection,4.0714,14,1,1,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,2,0,1,3,8,FALSE
P410160,full,Sleeping Mask,Sephora Collection,4.2,5,3,1,0,4,0.27 oz/ 8 mL,Skincare:Masks:Sheet Masks,,0,0,1,2,2,FALSE
P410161,full,Face Mask,Sephora Collection,4.8571,7,0,0,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,0,0,0,1,6,FALSE
P410162,full,Face Mask,Sephora Collection,4,12,0,0,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,2,0,1,2,7,FALSE
P410163,full,Face Mask,Sephora Collection,4.44,25,1,0,0,6,0.78 oz,Skincare:Masks:Sheet Masks,,0,3,1,4,19,FALSE
P410166,full,Amuse Bouche Lipstick - Rouge Berry,Bite Beauty,3.6724,58,5,4,7548,26,0.15 oz,Makeup:Lip:Lipstick,,10,7,5,6,30,FALSE
P410168,full,liner.designer pro,Beautyblender,2.8767,73,3,2,5558,16,,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators,,29,9,1,10,24,FALSE
P410170,full,blotterazzi™  pro,Beautyblender,3.5143,35,4,10,4662,20,,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators,,5,7,2,8,14,FALSE
P410172,full,micro.mini pro,Beautyblender,3.4167,24,3,3,6763,18,2 x micro.mini pro,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators,,4,4,3,4,9,FALSE
P410176,full,Sunshine Skin Tint SPF 30,Milk Makeup,3.947,132,26,66,14252,42,0.7 oz,Makeup:Face:Foundation,JP:KR:NL:GB:DE:CA:NO,12,6,20,35,60,FALSE
P410177,full,Decadent Set,Pink Sugar,,,,,,,,,,0,0,0,0,0,TRUE
P410178,full,Rollerball Layering Collection,Clean,,,,,,,,,,0,0,0,0,0,TRUE
P410180,full,L’Eau d’Issey Pure,Issey Miyake,5,1,1,1,408,89,1.6 oz,Fragrance:Women:Perfume,,0,0,0,0,1,FALSE
P410181,full,Mon Paris,Yves Saint Laurent,4.572,271,3,17,14585,92,1.6 oz,Fragrance:Women:Perfume,JP:KR:NL:GB:DE:NO,9,7,12,35,208,FALSE
P410182,full,Spice Rollerball Collection,Tocca,4,11,0,0,3491,15,,Fragrance:Women:Rollerballs & Travel Size,,0,0,5,1,5,FALSE
P410183,full,Sugar Rollerball Collection,Tocca,3.9,10,0,0,3636,15,,Fragrance:Women:Rollerballs & Travel Size,,1,2,0,1,6,FALSE
P410184,full,Orange Sanguine Candle,Atelier Cologne,0,0,1,0,273,55,6.7 oz,Fragrance:Candles & Home Scents,,0,0,0,0,0,FALSE
P410185,full,Pomélo Paradis Candle,Atelier Cologne,5,1,0,0,139,55,6.7 oz,Fragrance:Candles & Home Scents,,0,0,0,0,1,FALSE
P410186,full,Rose Anonyme Candle,Atelier Cologne,5,1,0,0,216,55,6.7 oz,Fragrance:Candles & Home Scents,,0,0,0,0,1,FALSE
P410187,full,Vanille Insensée Candle,Atelier Cologne,3,1,0,0,229,55,6.7 oz,Fragrance:Candles & Home Scents,,0,0,1,0,0,FALSE
P410189,full,Camélia Intrépide,Atelier Cologne,4.5,4,0,0,701,250,3.3 oz,Fragrance:Women:Perfume,,0,0,1,0,3,FALSE
P410190,full,Nécessaire Best Of Atelier Cologne Set,Atelier Cologne,4.4444,9,2,5,2990,25,,Fragrance:Value & Gift Sets:Perfume Gift Sets,,1,0,0,1,7,FALSE
P410191,full,Nécessaire Curated by Sylvie Ganter & Christophe Cervasel,Atelier Cologne,5,1,1,1,613,75,,Fragrance:Value & Gift Sets:Perfume Gift Sets,,0,0,0,0,1,FALSE
P410192,full,8-Piece Discovery Set,Atelier Cologne,4.7,10,1,4,3394,45,,Fragrance:Value & Gift Sets:Perfume Gift Sets,CA,0,0,0,3,7,FALSE
P410195,full,POP Mini Gift Set,Stella Mccartney,4.1111,9,0,0,986,27,,Fragrance:Value & Gift Sets:Perfume Gift Sets,,2,0,0,0,7,FALSE
P410196,full,Reserve Travel Spray Layering Collection,Clean,3.5,6,0,0,1388,45,,Fragrance:Value & Gift Sets:Perfume Gift Sets,CA,2,0,0,1,3,FALSE
P410197,full,Clémentine California Cologne Absolue Pure Perfume,Atelier Cologne,4.6239,109,2,2,3347,130,3.3 oz/ 100 mL,Fragrance:Women:Perfume,,3,2,5,13,87,FALSE
P410198,full,Orchid Soleil,Tom Ford,3.0942,308,3,10,5850,120,1.7 oz,Fragrance:Women:Perfume,JP:SE:KR:NL:GB:AU:DE:NO,108,25,21,42,114,FALSE
P410199,full,Purity + Take a Deep Breath Oxygenating Gel Cream Duo,Philosophy,,,,,,,,,,0,0,0,0,0,TRUE
P410200,full,Curl Conditioner,Ouai,4.5,6,1,0,1318,26,8.45 oz,Hair:Shampoo & Conditioner:Conditioner,,0,1,0,0,5,FALSE
P410201,full,Curl Shampoo,Ouai,5,4,3,1,1416,28,10 oz,Hair:Shampoo & Conditioner:Shampoo,,0,0,0,0,4,FALSE
P410203,full,Phytoelixir Subtle oil Intense Nutrition,Phyto,4.5965,57,0,0,492,40,2.5 oz,Hair:Hair Styling & Treatments:Hair Oil,CA,2,2,1,7,45,FALSE
P410204,full,Phytoelixir Intense Nutrition Mask,Phyto,5,3,1,0,880,59,6.7 oz,Hair:Hair Styling & Treatments:Hair Masks,CA,0,0,0,0,3,FALSE
P410205,full,Phytoelixir Intense Nutrition Shampoo,Phyto,5,3,0,0,444,29,6.7 oz,Hair:Shampoo & Conditioner:Shampoo,CA,0,0,0,0,3,FALSE
P410206,full,Phytoelixir Cleansing Care Cream,Phyto,4.5,6,3,8,393,29,2.5 oz,Hair:Shampoo & Conditioner:Shampoo,CA,0,1,0,0,5,FALSE
P410207,full,Volume Shampoo,Verb,4.5476,42,4,8,2320,14,12 oz,Hair:Shampoo & Conditioner:Shampoo,,1,1,4,4,32,FALSE
P410208,full,Volume Conditioner,Verb,4.6667,21,1,0,1459,14,12 oz,Hair:Shampoo & Conditioner:Conditioner,,1,0,0,3,19,FALSE
P410210,full,Énergie de Vie The Smoothing & Plumping Pearly Lotion,Lancôme,4.2444,45,11,15,2369,50,6.7 oz,Skincare:Moisturizers:Mists & Essences,JP:SE:KR:NL:GB:DE:NO,5,3,2,1,34,FALSE
P410211,full,Énergie de Vie The Smoothing & Purifying Foam Cleanser,Lancôme,3.0526,19,1,1,565,35,4.2 oz,Skincare:Cleansers:Face Wash & Cleansers,JP:SE:KR:NL:GB:DE:NO,6,2,1,5,5,FALSE
P410213,full,Serpentina Eyeshadow Palette,Kat Von D,,,,,,,,,,0,0,0,0,0,TRUE
P410214,full,Supersonic Hair Dryer,Dyson,4.3588,340,42,168,19190,399,,Hair:Hair Tools:Hair Dryers,CA,21,27,13,27,253,FALSE
P410215,full,Fresh 5,Anthony,2,1,0,0,487,30,,Skincare:Value & Gift Sets,CA,0,0,0,0,0,FALSE
P410216,full,Purity + Anti-Wrinkle Miracle Worker Duo,Philosophy,,,,,,,,,,0,0,0,0,0,TRUE
P410217,full,Intense Facial Mask with Retinol 8,Verso Skincare,0,0,1,1,211,75,4 x 0.88 oz masks,Skincare:Masks:Face Masks,CA,0,0,0,0,0,FALSE
P410218,full,Normal Hair Shampoo,Sachajuan,4,1,0,0,104,26,8.4 oz,Hair:Shampoo & Conditioner:Shampoo,CA,0,0,0,1,0,FALSE
P410219,full,Conditioner,Sachajuan,5,1,1,0,237,29,8.4 oz,Hair:Shampoo & Conditioner:Conditioner,CA,0,0,0,0,1,FALSE
P410220,full,Dry Hair Conditioner,Sachajuan,4,4,0,0,348,29,8.4 oz,Hair:Shampoo & Conditioner:Conditioner,CA,1,0,0,0,3,FALSE
P410221,full,Color Save Shampoo,Sachajuan,3.5,2,0,0,143,28,8.4 oz,Hair:Shampoo & Conditioner:Shampoo,CA,0,0,1,1,0,FALSE
P410222,full,Color Save Conditioner,Sachajuan,0,0,0,0,106,30,8.4 oz,Hair:Shampoo & Conditioner:Conditioner,CA,0,0,0,0,0,FALSE
P410223,full,Volume Shampoo,Sachajuan,4,1,1,0,156,26,8.4 oz,Hair:Shampoo & Conditioner:Shampoo,CA,0,0,0,0,0,FALSE
P410224,full,Volume Conditioner,Sachajuan,0,0,0,0,111,29,8.4 oz,Hair:Shampoo & Conditioner:Conditioner,CA,0,0,0,0,0,FALSE
P410228,full,Ocean Mist Spray,Sachajuan,3.8,5,0,0,630,31,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,0,1,1,1,2,FALSE
P410230,full,Shine Serum,Sachajuan,0,0,0,0,175,33,1 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,0,0,0,0,0,FALSE
P410234,full,Volume Cream,Sachajuan,0,0,1,0,90,32,4.2 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,0,0,0,0,0,FALSE
P410235,full,Hair In The Sun,Sachajuan,5,1,1,0,401,32,4.2 oz,Hair:Hair Styling & Treatments:Scalp & Hair Treatments,CA,0,0,0,0,1,FALSE
P410236,full,Hair After The Sun,Sachajuan,0,0,0,0,256,32,4.2 oz,Hair:Hair Styling & Treatments:Scalp & Hair Treatments,CA,0,0,0,0,0,FALSE
P410237,full,SUBLIME Optical Illuminating Moisturizer,Algenist,3.2632,38,2,4,816,70,2 oz,Skincare:Moisturizers:Moisturizers,,11,6,2,0,19,FALSE
P410238,full,Cashmere Aura,Donna Karan,4.6,5,0,0,332,92,1.7 oz,Fragrance:Women:Perfume,JP:SE:KR:NL:GB:AU:DE:CA:NO,0,0,1,0,4,FALSE
P410239,full,My Burberry Black,Burberry,4.2727,55,3,10,4732,95,1.6 oz,Fragrance:Women:Perfume,,4,2,6,6,37,FALSE
P410240,full,Sì Eau de Parfum Intense,Giorgio Armani Beauty,4.6429,14,1,0,1674,96,1.7 oz,Fragrance:Women:Perfume,JP:KR:NL:GB:DE:CA:NO,1,0,0,1,12,FALSE
P410241,full,Black Opium Gift Set,Yves Saint Laurent,,,,,,,,,,0,0,0,0,0,TRUE
P410242,full,Favorites Kit,St. Tropez Tanning Essentials,,,,,,,,,,0,0,0,0,0,TRUE
P410243,full,Martian Mattifying Melting Water-Gel Toner,Sunday Riley,4.1104,326,33,97,15277,55,4.4 oz,Skincare:Cleansers:Toners,AU,31,21,28,47,199,FALSE
P410244,full,Classic Sport Organic Suncare Travel Set,Coola,3.5,4,0,0,1386,40,,Skincare:Value & Gift Sets,CA,1,0,0,2,1,FALSE
P410245,full,Brush It Off Cleansing Brush Wipes,Sephora Collection,4.2727,11,4,3,2265,8,6 Wipes,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners,,0,1,2,1,7,FALSE
P410246,full,The Jetsetter: Personalized Pouch,Sephora Collection,4.25,12,7,6,4973,20,"8.75\"" x 5.5\""",Tools & Brushes:Accessories:Makeup & Travel Cases,CA,0,2,0,3,7,FALSE
P410247,full,#ColorCurators: Urban Bush Babes Edition - Nail Polish Collection,Formula X,,,,,,,,,,0,0,0,0,0,TRUE
P410248,full,GEN NUDE™ Radiant Lipstick,Bareminerals,4.303,99,6,6,16281,20,0.12 oz,Makeup:Lip:Lipstick,JP:SE:KR:NL:GB:AU:DE:NO,4,5,10,24,59,FALSE
P410249,partial,GEN NUDE™ Matte Liquid Lipcolor,Bareminerals,4.2514,549,13,62,72638,18,0.13 oz,Makeup:Lip:Lipstick,JP:SE:KR:NL:GB:AU:DE:NO,20,41,45,118,326,FALSE
P410250,full,GEN NUDE™ Buttercream Lipgloss,Bareminerals,4.1075,93,8,5,23891,18,0.13 oz,Makeup:Lip:Lip Gloss,JP:SE:KR:NL:GB:AU:DE:NO,5,6,11,23,49,FALSE
P410251,full,Double-Ended Perfect Fill Lip Brush,Bareminerals,2.5,2,0,0,661,20,,Makeup:Brushes & Applicators:Lip Brushes,JP:SE:KR:NL:GB:AU:DE:NO,1,0,0,1,0,FALSE
P410252,full,GEN NUDE™ Under Over™ Lip Liner,Bareminerals,4.1765,17,4,3,3941,16,0.05 oz,Makeup:Lip:Lip Liner,JP:SE:KR:NL:GB:AU:DE:NO,1,1,2,3,10,FALSE
P410256,full,Creamy Night Mask- Moisturizing & Plumping,Sephora Collection,4.4444,81,13,26,10313,19,2 oz,Skincare:Moisturizers:Night Creams,,3,4,6,13,56,TRUE
P410258,full,The One Gift Set,Dolce&Gabbana,5,2,0,0,460,119,,Fragrance:Value & Gift Sets:Perfume Gift Sets,AU:CA,0,0,0,0,2,FALSE
P410259,full,L’Homme Ultime Gift Set,Yves Saint Laurent,0,0,0,0,194,120,,Fragrance:Value & Gift Sets:Cologne Gift Sets,JP:KR:NL:GB:DE:CA:NO,0,0,0,0,0,FALSE
P4103,full,ETERNITY FOR MEN,Calvin Klein,,,,,,,,,,0,0,0,0,0,TRUE
P410301,full,Prada Candy Flowers: Candy,Prada,4.3462,26,1,1,3229,38,0.68 oz,Fragrance:Women:Perfume,CA,2,1,2,2,19,FALSE
P410302,full,Prada Candy Flowers: Candy L’Eau,Prada,5,3,0,0,1047,38,0.68 oz,Fragrance:Women:Perfume,CA,0,0,0,0,3,FALSE
P410303,full,Prada Candy Flowers: Candy Florale,Prada,4,4,0,0,943,38,0.68 oz,Fragrance:Women:Perfume,CA,1,0,0,0,3,FALSE
P410304,full,Prada Candy Flowers: Candy Kiss,Prada,4.0455,22,0,0,2550,38,0.68 oz,Fragrance:Women:Perfume,CA,2,4,0,1,15,FALSE
P410305,full,Bamboo Eau de Toilette,Gucci,4,4,1,0,921,82,1.6 oz,Fragrance:Women:Perfume,,0,1,0,1,2,FALSE
P410306,full,Jason Wu for Caudalie Beauty Elixir,Caudalie,4.2982,57,3,4,6118,49,3.4 oz/ 100 mL,Skincare:Moisturizers:Mists & Essences,GB,1,2,8,15,32,FALSE
P410307,full,Deep Pore Buffing Brush,Boscia,4.04,50,3,4,4211,16,,Skincare:High Tech Tools:Cleansing,CA,7,3,1,9,30,FALSE
P410308,full,Sake Cleansing Water No-Rinse Makeup Remover and Cleanser,Boscia,4.3043,23,5,3,3613,30,5.07 oz,Skincare:Cleansers:Face Wash & Cleansers,,0,2,1,8,12,FALSE
P4104,full,OBSESSION FOR MEN,Calvin Klein,,,,,,,,,,0,0,0,0,0,TRUE
P410400,partial,U.F.O. Ultra-Clarifying Face Oil,Sunday Riley,4.161,534,99,239,31674,80,1.18 oz/ 35 mL,Skincare:Moisturizers:Face Oils,AU,59,30,27,68,352,FALSE
P410401,full,Vitamin Nectar Vibrancy-Boosting Face Mask,Fresh,3.9371,286,13,50,17263,62,3.3 oz/ 100 mL,Skincare:Masks:Face Masks,JP:SE:KR:NL:GB:AU:DE:NO,22,34,33,48,152,FALSE
P410414,full,Hair Cleansing Cream,Sachajuan,3.6667,3,2,0,154,42,16.9 oz,Hair:Shampoo & Conditioner:Shampoo,CA,1,0,0,0,2,FALSE
P410416,full,Rouge Balm,Sephora Collection,,,,,,,,,,0,0,0,0,0,TRUE
P410420,full,Master Wax High Control Workable Cream,Shu Uemura,,,,,,,,,,0,0,0,0,0,TRUE
P410426,full,Énergie De Vie Refining & Invigorating Intense Lotion,Lancôme,,,,,,,,,,0,0,0,0,0,TRUE
P410429,full,Brightening Sparkling Water Pop Essence,Laneige,,,,,,,,,,0,0,0,0,0,TRUE
P410430,full,Brightening Sparkling Capsule Mist,Laneige,,,,,,,,,,0,0,0,0,0,TRUE
P410433,full,Surreal Skin Argan Finishing Balm,Josie Maran,3.6325,302,28,73,18587,36,0.5 oz,Makeup:Face:Face Primer,,39,42,35,64,126,FALSE
P410434,full,EradiKate™ To-Go & Oil Free Moisturizer,Kate Somerville,,,,,,,,,,0,0,0,0,0,TRUE
P410442,full,Terracotta Terra Magnifica Bronzing Powder-Contrast Highlighter,Guerlain,,,,,,,,,,0,0,0,0,0,TRUE
P410444,full,Terracotta Bronzing Powder Duo,Guerlain,,,,,,,,,,0,0,0,0,0,TRUE
P410448,full,Angel Muse,Mugler,4.6182,55,3,5,2581,95,1.7 oz,Fragrance:Women:Perfume,,2,1,3,4,45,FALSE
P410457,full,Sì Moisturizing Perfumed Body Lotion,Giorgio Armani Beauty,,,,,,,,,,0,0,0,0,0,TRUE
P410458,full,Sì Perfumed Shower Gel,Giorgio Armani Beauty,,,,,,,,,,0,0,0,0,0,TRUE
P410461,full,Vétiver Fatal,Atelier Cologne,,,,,,,,,,0,0,0,0,0,TRUE
P410462,full,I Love Juicy Couture,Juicy Couture,4.4286,7,1,0,940,76,1.7 oz,Fragrance:Women:Perfume,,0,0,0,4,3,FALSE
P410467,full,Flowerbomb Addict Gift Set,Viktor & Rolf,,,,,,,,,,0,0,0,0,0,TRUE
P410469,full,Miss Dior Absolutely Blooming,Dior,4.3846,65,4,14,6349,124,3.4 oz,Fragrance:Women:Perfume,JP:SE:KR:NL:GB:AU:DE:NO,2,3,7,9,44,FALSE
P410470,full,Divine Decadence,Marc Jacobs Fragrances,3.4127,63,0,0,2497,97,1.7 oz,Fragrance:Women:Perfume,,15,6,6,10,26,FALSE
P410471,full,Midnight Shimmer,Michael Kors,,,,,,,,,,0,0,0,0,0,TRUE
P410473,full,Rose Hand Cream Handpicked 2016,Jurlique,,,,,,,,,,0,0,0,0,0,TRUE
P410475,partial,Inside Track Eye Kajal,The Estée Edit,4.3166,698,6,26,5079,22,,Makeup:Eye:Eyeliner,,7,27,67,234,363,FALSE
P410476,full,Ever Recovery Hair Oil,Reverie,4.7143,7,1,1,1173,52,1.69 oz,Hair:Hair Styling & Treatments:Hair Oil,CA,0,0,0,2,5,FALSE
P410477,partial,Rich Kid Coconut Oil Gel,Igk,4.2812,569,12,57,6823,27,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,,17,18,56,175,303,FALSE
P410478,full,Laid-Back Defrizz And Anti-Static Spray,Igk,4.4444,9,0,0,1135,29,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,0,0,2,1,6,FALSE
P410479,full,Broken Dreams Texture Paste,Igk,4.6,10,2,1,617,27,2 oz,Hair:Hair Styling & Treatments:Hair Styling Products,,0,1,0,1,8,FALSE
P410480,full,Mistress Hydrating Hair Balm,Igk,4.3115,61,4,7,3058,27,5 oz,Hair:Shampoo & Conditioner:Leave-In Conditioner,,5,3,2,9,42,FALSE
P410481,full,Car Service Blow Out Balm,Igk,4.2857,14,8,7,1599,27,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,,0,2,2,0,10,FALSE
P410482,full,"30,000 Feet Volume Shampoo",Igk,4,28,2,3,1180,25,8 oz,Hair:Shampoo & Conditioner:Shampoo,,2,1,6,5,14,FALSE
P410483,full,"30,000 Feet Volume Conditioner",Igk,4.0417,24,2,3,791,25,8 oz,Hair:Shampoo & Conditioner:Conditioner,,2,2,4,1,15,FALSE
P410484,full,Hot Girls Hydrating Shampoo,Igk,4.2353,17,3,2,877,25,8 oz,Hair:Shampoo & Conditioner:Shampoo,,2,0,1,3,11,FALSE
P410485,full,Hot Girls Hydrating Conditioner,Igk,4.5789,19,0,0,1142,25,8 oz,Hair:Shampoo & Conditioner:Conditioner,,0,0,1,6,12,FALSE
P410486,full,Instafamous Blonde Shampoo,Igk,3.7,10,7,11,623,25,8 oz,Hair:Shampoo & Conditioner:Shampoo,,2,1,1,0,6,FALSE
P410487,full,Instafamous Blonde Conditioner,Igk,2.6,5,1,1,469,25,8 oz,Hair:Shampoo & Conditioner:Conditioner,,3,0,0,0,2,FALSE
P410489,full,Sunday Funday Texture Foam,Igk,4.0909,11,2,3,1008,29,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,0,2,2,0,7,FALSE
P410490,full,Trust Fund Thickening Foam,Igk,3.8571,7,0,0,823,29,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,1,0,2,0,4,FALSE
P410491,full,Beach Club Texture Spray,Igk,4.3981,417,3,6,2754,29,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,3,16,36,119,243,FALSE
P410492,full,Call Time Styling Primer,Igk,4.875,16,4,2,1964,27,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,0,0,0,2,14,FALSE
P410493,full,Amaro Ombre Highlight Spray,Igk,3.6923,13,2,7,640,29,5 oz,Hair:Best For:Hair Color,CA,2,2,1,1,7,FALSE
P410494,full,Sutro Ombre Color Spray,Igk,3,6,3,2,390,29,5 oz,Hair:Best For:Hair Color,CA,1,2,1,0,2,FALSE
P410495,full,Intern Flexible Hairspray,Igk,4.4286,7,0,0,638,29,7.2 oz,Hair:Hair Styling & Treatments:Hair Spray,CA,0,1,0,1,5,FALSE
P410496,full,Down & Out Dirty Spray,Igk,4.1591,44,2,3,3294,29,5 oz,Hair:Hair Styling & Treatments:Hair Styling Products,CA,7,0,2,5,32,FALSE
P410497,full,Smoke & Mirrors Conditioning Cleansing Oil,Igk,4.4009,449,11,19,2313,29,5 oz,Hair:Shampoo & Conditioner:Co Wash & No Poo,CA,9,7,45,122,266,FALSE
P410498,full,Nourishing Color Enhancing Conditioner,Madison Reed,5,1,0,0,251,26,8 oz,Hair:Shampoo & Conditioner:Conditioner,CA,0,0,0,0,1,FALSE
P410499,full,Nourishing Color Enhancing Shampoo,Madison Reed,4.75,4,1,0,455,26,8 oz,Hair:Shampoo & Conditioner:Shampoo,CA,0,0,0,1,3,FALSE
P410500,partial,Born This Way Naturally Radiant Concealer,Too Faced,3.5624,521,40,56,37499,28,0.23 oz,Makeup:Eye:Under-Eye Concealer,AU,67,74,73,116,192,FALSE
P410501,full,Brow Quickie,Too Faced,3.9444,18,1,1,3091,22,0.17 oz,Makeup:Eye:Eyebrow,AU,2,3,1,0,12,FALSE
P410502,full,Darkside Waterproof Liner,Anastasia Beverly Hills,3.4211,19,1,1,2393,18,0.01 oz,Makeup:Eye:Eyeliner,AU,3,2,4,4,6,FALSE
P410503,full,Skin Glossing Pencil,Nudestix,3.7143,14,2,0,2928,24,0.10 oz,Makeup:Cheek:Highlighter,,2,3,0,1,8,FALSE
P410504,partial,Stick Foundation,Anastasia Beverly Hills,3.3454,1022,147,148,51258,25,0.32 oz,Makeup:Face:Foundation,AU,179,175,138,174,357,FALSE
